44.9,2865633440,0,0,1515948,739716,2178044028,80:1f:02:ef:e7:b2
48.7,2529728996,0,0,1334640,572040,2150005728,80:1f:02:ef:e7:b2
48.7,2865666320,0,0,1174800,556584,2038738140,80:1f:02:ef:e7:b2
48.7,2854258568,0,0,1406556,732564,2229987552,80:1f:02:ef:e7:b2
49.2,2865649520,0,0,1234860,537708,2046336012,80:1f:02:ef:e7:b2
49.8,2865738800,0,0,1407216,687684,2142545904,80:1f:02:ef:e7:b2
49.8,2865673208,0,0,1238460,548088,2217189204,80:1f:02:ef:e7:b2
50.3,2588730440,0,0,1219236,546252,2042090820,80:1f:02:ef:e7:b2
50.3,2865730124,0,0,1568820,644376,2229885624,80:1f:02:ef:e7:b2
50.3,2743230056,0,0,1212072,545676,2086945908,80:1f:02:ef:e7:b2
49.8,2866101296,0,0,1525488,709800,2098894044,80:1f:02:ef:e7:b2
49.8,2658557096,0,0,1500324,692112,2251789632,80:1f:02:ef:e7:b2
49.2,2865549032,0,0,1225152,574764,2042906508,80:1f:02:ef:e7:b2
50.3,2865731180,0,0,2046072,715476,2192460600,80:1f:02:ef:e7:b2
50.3,2865617072,0,0,1333056,591132,2158084416,80:1f:02:ef:e7:b2
50.3,2865618488,0,0,1466484,722268,2046479496,80:1f:02:ef:e7:b2
50.8,2866922552,0,0,2909124,634500,2227652892,80:1f:02:ef:e7:b2
50.8,2568554552,0,0,1231332,575952,2071179516,80:1f:02:ef:e7:b2
49.8,2857889456,0,0,1598964,676092,2123425344,80:1f:02:ef:e7:b2
49.8,2835245588,0,0,1290072,557364,2208730044,80:1f:02:ef:e7:b2
49.8,2866138724,0,0,1290108,570012,2068701792,80:1f:02:ef:e7:b2
50.8,2866119356,0,0,1434336,677520,2210645112,80:1f:02:ef:e7:b2
50.3,2684685332,0,0,1204248,552096,2086692588,80:1f:02:ef:e7:b2
50.8,2866057580,0,0,1517532,712212,2096677224,80:1f:02:ef:e7:b2
50.3,2841771692,0,0,1569648,719508,2236860180,80:1f:02:ef:e7:b2
50.3,2557919948,0,0,1299576,566304,2038260924,80:1f:02:ef:e7:b2
49.8,2865954656,0,0,1419720,716316,2201548116,80:1f:02:ef:e7:b2
50.8,2648097176,0,0,1359672,576432,2118050352,80:1f:02:ef:e7:b2
50.3,2865949964,0,0,1451760,686604,2078431560,80:1f:02:ef:e7:b2
50.8,2865981164,0,0,1461804,599616,2222852292,80:1f:02:ef:e7:b2
49.8,2765002976,0,0,1235532,545064,2045044440,80:1f:02:ef:e7:b2
49.8,2865810236,0,0,1601568,713076,2183364768,80:1f:02:ef:e7:b2
49.8,2729067224,0,0,1207836,546132,2147256168,80:1f:02:ef:e7:b2
50.8,2864594768,0,0,1515948,660180,2073837000,80:1f:02:ef:e7:b2
50.3,2864918732,0,0,1452084,709788,2232793956,80:1f:02:ef:e7:b2
50.3,2865016760,0,0,1184484,552132,2068081896,80:1f:02:ef:e7:b2
51.4,2865146828,0,0,1436616,710016,2109878232,80:1f:02:ef:e7:b2
50.8,2865287324,0,0,1443492,728952,2224041960,80:1f:02:ef:e7:b2
50.8,2865176144,0,0,1236120,575232,2043960240,80:1f:02:ef:e7:b2
50.3,2865451256,0,0,1563792,719652,2180786232,80:1f:02:ef:e7:b2
50.3,2846834720,0,0,1245348,532584,2158863948,80:1f:02:ef:e7:b2
50.8,2844547292,0,0,1219056,541800,2040715752,80:1f:02:ef:e7:b2
50.8,2865675392,0,0,1562004,700260,2249263596,80:1f:02:ef:e7:b2
50.8,2865487376,0,0,1228188,531240,2044269096,80:1f:02:ef:e7:b2
50.8,2774040992,0,0,2006724,616368,2142041448,80:1f:02:ef:e7:b2
50.3,2596593608,0,0,1237704,578100,2194141980,80:1f:02:ef:e7:b2
49.8,2741013404,0,0,1220112,573552,2051118624,80:1f:02:ef:e7:b2
50.8,2865651812,0,0,1497576,640452,2224765956,80:1f:02:ef:e7:b2
50.8,2601915668,0,0,1251936,587376,2064074400,80:1f:02:ef:e7:b2
50.8,2813556932,0,0,1410552,698448,2118373740,80:1f:02:ef:e7:b2
50.3,2644656284,0,0,1200144,565992,2214767100,80:1f:02:ef:e7:b2
50.8,2600289488,0,0,1153668,547296,2045281872,80:1f:02:ef:e7:b2
49.8,2855751788,0,0,1508160,662796,2235096120,80:1f:02:ef:e7:b2
49.8,2847628952,0,0,1304196,552876,2096176464,80:1f:02:ef:e7:b2
50.8,2865107516,0,0,1609356,728892,2077236864,80:1f:02:ef:e7:b2
50.8,2865251852,0,0,2179704,644460,2250042588,80:1f:02:ef:e7:b2
51.4,2603634800,0,0,1245072,568836,2040365892,80:1f:02:ef:e7:b2
50.8,2865844340,0,0,1534740,606108,2174177172,80:1f:02:ef:e7:b2
50.3,2521215212,0,0,1236924,562884,2140427100,80:1f:02:ef:e7:b2
50.8,2865321044,0,0,1547652,730896,2057687148,80:1f:02:ef:e7:b2
49.8,2865472784,0,0,1524444,751212,2223608328,80:1f:02:ef:e7:b2
50.8,2638245032,0,0,1188744,552408,2054117232,80:1f:02:ef:e7:b2
50.8,2857383788,0,0,1471596,668052,2150048640,80:1f:02:ef:e7:b2
50.8,2865413576,0,0,1199760,573948,2194808496,80:1f:02:ef:e7:b2
51.4,2865359588,0,0,1251384,544404,2067837624,80:1f:02:ef:e7:b2
50.8,2865766364,0,0,1442244,671940,2233809228,80:1f:02:ef:e7:b2
49.8,2597239124,0,0,1280856,566592,2089346124,80:1f:02:ef:e7:b2
49.8,2865610760,0,0,1544856,630156,2089073724,80:1f:02:ef:e7:b2
49.2,2865565448,0,0,1408980,634596,2225509872,80:1f:02:ef:e7:b2
50.3,2865436832,0,0,1227060,557640,2039467488,80:1f:02:ef:e7:b2
50.8,2859364160,0,0,1588272,703176,2163932052,80:1f:02:ef:e7:b2
50.8,2636635184,0,0,1335336,535488,2128332756,80:1f:02:ef:e7:b2
50.8,2865558896,0,0,1449984,618444,2055359460,80:1f:02:ef:e7:b2
49.8,2865541832,0,0,1585176,674520,2228764620,80:1f:02:ef:e7:b2
49.8,2835318404,0,0,1291176,524124,2037413052,80:1f:02:ef:e7:b2
49.2,2859152960,0,0,1471584,652020,2152882548,80:1f:02:ef:e7:b2
50.3,2537763476,0,0,1224228,573672,2170110480,80:1f:02:ef:e7:b2
50.8,2865330944,0,0,1174428,1053204,2044089828,80:1f:02:ef:e7:b2
50.8,2746112504,0,0,1507440,630372,2229762828,80:1f:02:ef:e7:b2
50.8,2865496172,0,0,1311660,530016,2068378320,80:1f:02:ef:e7:b2
49.2,2683057712,0,0,1510668,610608,2166541800,80:1f:02:ef:e7:b2
48.7,2664633140,0,0,1330524,536736,2191555032,80:1f:02:ef:e7:b2
49.2,2563155116,0,0,1223652,519396,2043319560,80:1f:02:ef:e7:b2
50.3,2792618360,0,0,1641576,614472,2243175600,80:1f:02:ef:e7:b2
50.8,2865542516,0,0,1301208,557880,2072354652,80:1f:02:ef:e7:b2
50.8,2865899840,0,0,1543500,708648,2097080508,80:1f:02:ef:e7:b2
51.4,2865578720,0,0,1431828,631092,2252735268,80:1f:02:ef:e7:b2
50.3,2748101216,0,0,1297932,551868,2041351908,80:1f:02:ef:e7:b2
48.7,2865504512,0,0,1432560,614556,2201173908,80:1f:02:ef:e7:b2
49.2,2579880980,0,0,1204692,561420,2121249888,80:1f:02:ef:e7:b2
49.8,2865485924,0,0,1415856,635280,2057677368,80:1f:02:ef:e7:b2
51.4,2849453612,0,0,1398576,700512,2223589884,80:1f:02:ef:e7:b2
51.4,2865405584,0,0,1325724,567996,2066157360,80:1f:02:ef:e7:b2
51.4,2850296816,0,0,1494348,750816,2141878752,80:1f:02:ef:e7:b2
